timestamp,packet_type,node_id,seq,session_time_ms,uptime_ms,sensor_flags,wind_mps,temp_c,humidity_pct,pm1_0_ug_m3,pm2_5_ug_m3,pm4_0_ug_m3,pm10_ug_m3,lat,lon,gps_valid,battery_valid,battery_mv,battery_pct,flags,rssi,uid_hash,heading_true_deg,location_corrected_heading,jetson_wind_mps,jetson_wind_dir_deg,retx_total,fail_total,tx_power_dbm,tx_power_mode,delta_flags,pkt_flags,window_id,window_first,window_last,planned_sleep_ms,window_sample_count,retx,reset_cause,reset_cause_names,hang_zone,hang_zone_name
2026-09-03T23:10:24.230Z,telemetry,2,3,24669,24669,19,20.94,19.95,54.31,1.3,1.5,1.6,1.6,,,,,,,,-98,,,,,,,,,,,0,,0,0,,,0,,,,
2026-09-03T23:10:25.230Z,telemetry,2,3,25669,25669,19,16.32,19.85,54.51,1.3,1.4,1.6,1.6,,,,,,,,-98,,,,,,,,,,0,0,,0,0,,,0,,,,
2026-09-03T23:10:26.230Z,telemetry,2,3,26669,26669,19,19.15,19.85,54.91,1.3,1.4,1.6,1.5,,,,,,,,-98,,,,,,,,,,0,0,,0,0,,,0,,,,
2026-09-03T23:10:27.230Z,telemetry,2,3,27669,27669,19,17.69,19.75,55.31,1.3,1.3,1.6,1.4,,,,,,,,-98,,,,,,,,,,0,0,,0,0,,,0,,,,
2026-09-03T23:10:28.230Z,telemetry,2,3,28669,28669,19,19.65,19.65,55.71,1.3,1.3,1.6,1.4,,,,,,,,-98,,,,,,,,,,0,0,,0,0,,,0,,,,
2026-09-03T23:10:29.230Z,telemetry,2,3,29669,29669,19,15.39,19.65,56.11,1.3,1.2,1.6,1.4,,,,,,,,-98,,,,,,,,,,0,0,,0,0,,,0,,,,
2026-09-03T23:10:30.230Z,telemetry,2,3,30669,30669,19,16.65,19.55,56.71,1.3,1.2,1.6,1.3,,,,,,,,-98,,,,,,,,,,0,0,,0,0,,,0,,,,
2026-09-03T23:10:31.230Z,telemetry,2,3,31669,31669,19,16.37,19.55,57.31,1.3,1.2,1.6,1.3,,,,,,,,-98,,,,,,,,,,0,0,,0,0,,,0,,,,
2026-09-03T23:10:32.230Z,telemetry,2,3,32669,32669,19,17.98,19.45,57.71,1.3,1.2,1.6,1.3,,,,,,,,-98,,,,,,,,,,0,0,,0,0,,,0,,,,
2026-09-03T23:10:33.230Z,telemetry,2,3,33669,33669,19,20.15,19.45,58.11,1.3,1.2,1.6,1.3,,,,,,,,-98,,,,,,,,,,0,0,,0,0,,,0,,,,
2026-09-03T23:10:34.230Z,telemetry,2,3,34669,34669,19,14.38,19.45,58.11,1.3,1.2,1.6,1.3,,,,,,,,-98,,,,,,,,,,0,0,,0,0,,,0,,,,
2026-09-03T23:10:35.230Z,telemetry,2,3,35669,35669,19,12.45,19.45,58.31,1.3,1.2,1.6,1.3,,,,,,,,-98,,,,,,,,,,0,0,,0,0,,,0,,,,
2026-09-03T23:10:36.230Z,telemetry,2,3,36669,36669,19,11.61,19.45,58.31,1.3,1.2,1.6,1.3,,,,,,,,-98,,,,,,,,,,0,0,,0,0,,,0,,,,
2026-09-03T23:10:37.230Z,telemetry,2,3,37669,37669,19,13.35,19.55,58.51,1.3,1.2,1.6,1.3,,,,,,,,-98,,,,,,,,,,0,0,,0,0,,,0,,,,
2026-09-03T23:10:38.230Z,telemetry,2,3,38669,38669,19,10.51,19.55,58.71,1.3,1.2,1.6,1.3,,,,,,,,-98,,,,,,,,,,0,0,,0,0,,,0,,,,
2026-09-03T23:10:41.454,window_end,2,,38891,38891,,,,,,,,,,,,,,,,-99,,,,,,,,,,,0,5,0,1,22336,43,,,,,
2026-09-03T23:10:42.893,status,4,16,,,,,,,,,,,,,False,True,5478,100,2,-102,0x7622ef60,,,,,9,0,9,DYNAMIC,,,,,,,,,,,,
2026-09-03T23:37:43.312Z,telemetry,3,17,1663751,1663751,19,200.9,22.5,50.35,1.2,2.1,2.7,3.0,,,,,,,,-117,,,,,,,,,,,4,,0,0,,,1,,,,
2026-09-03T23:37:44.312Z,telemetry,3,17,1664751,1664751,19,202.27,22.5,50.35,1.2,2.0,2.7,3.0,,,,,,,,-117,,,,,,,,,,0,4,,0,0,,,1,,,,
2026-09-03T23:37:45.312Z,telemetry,3,17,1665751,1665751,19,204.54,22.5,50.15,1.2,2.0,2.7,3.0,,,,,,,,-117,,,,,,,,,,0,4,,0,0,,,1,,,,
2026-09-03T23:37:46.312Z,telemetry,3,17,1666751,1666751,19,208.74,22.6,50.15,1.2,1.9,2.7,2.7,,,,,,,,-117,,,,,,,,,,0,4,,0,0,,,1,,,,
2026-09-03T23:37:47.312Z,telemetry,3,17,1667751,1667751,19,197.66,22.6,49.95,1.2,1.9,2.7,2.7,,,,,,,,-117,,,,,,,,,,0,4,,0,0,,,1,,,,
2026-09-03T23:37:48.312Z,telemetry,3,17,1668751,1668751,19,193.61,22.5,49.95,1.2,1.9,2.7,2.7,,,,,,,,-117,,,,,,,,,,0,4,,0,0,,,1,,,,
2026-09-03T23:37:49.312Z,telemetry,3,17,1669751,1669751,19,194.58,22.5,49.75,1.2,1.9,2.7,2.7,,,,,,,,-117,,,,,,,,,,0,4,,0,0,,,1,,,,
2026-09-03T23:37:50.312Z,telemetry,3,17,1670751,1670751,19,200.4,22.5,49.75,1.2,1.9,2.7,2.6,,,,,,,,-117,,,,,,,,,,0,4,,0,0,,,1,,,,
2026-09-03T23:37:51.312Z,telemetry,3,17,1671751,1671751,19,104.74,22.5,49.75,1.2,1.8,2.7,2.5,,,,,,,,-117,,,,,,,,,,0,4,,0,0,,,1,,,,
2026-09-03T23:37:52.312Z,telemetry,3,17,1672751,1672751,19,196.8,22.5,49.75,1.2,1.8,2.7,2.5,,,,,,,,-117,,,,,,,,,,0,4,,0,0,,,1,,,,
2026-09-03T23:37:53.312Z,telemetry,3,17,1673751,1673751,19,105.65,22.5,49.75,1.2,1.8,1.7,2.4,,,,,,,,-117,,,,,,,,,,0,4,,0,0,,,1,,,,
2026-09-03T23:37:54.312Z,telemetry,3,17,1674751,1674751,19,199.52,22.5,49.75,1.2,1.8,1.7,2.3,,,,,,,,-117,,,,,,,,,,0,4,,0,0,,,1,,,,
2026-09-03T23:37:55.312Z,telemetry,3,17,1675751,1675751,19,196.31,22.4,49.75,1.2,1.8,1.7,2.3,,,,,,,,-117,,,,,,,,,,0,4,,0,0,,,1,,,,
2026-09-03T23:37:56.312Z,telemetry,3,17,1676751,1676751,19,192.02,22.4,49.75,1.2,1.7,1.7,2.3,,,,,,,,-117,,,,,,,,,,0,4,,0,0,,,1,,,,
2026-09-03T23:37:57.312Z,telemetry,3,17,1677751,1677751,19,200.02,22.4,49.75,1.2,1.7,1.7,2.2,,,,,,,,-117,,,,,,,,,,0,4,,0,0,,,1,,,,
2026-09-03T23:10:47.144,status,3,18,,,,,,,,,,,,,False,True,5446,100,2,-117,0xd500f829,,,,,6,0,13,DYNAMIC,,,,,,,,,,,,
2026-09-03T23:37:43.312Z,telemetry,3,17,1663751,1663751,19,200.9,22.5,50.35,1.2,2.1,2.7,3.0,,,,,,,,-116,,,,,,,,,,,4,,0,0,,,1,,,,
2026-09-03T23:37:44.312Z,telemetry,3,17,1664751,1664751,19,202.27,22.5,50.35,1.2,2.0,2.7,3.0,,,,,,,,-116,,,,,,,,,,0,4,,0,0,,,1,,,,
2026-09-03T23:37:45.312Z,telemetry,3,17,1665751,1665751,19,204.54,22.5,50.15,1.2,2.0,2.7,3.0,,,,,,,,-116,,,,,,,,,,0,4,,0,0,,,1,,,,
2026-09-03T23:37:46.312Z,telemetry,3,17,1666751,1666751,19,208.74,22.6,50.15,1.2,1.9,2.7,2.7,,,,,,,,-116,,,,,,,,,,0,4,,0,0,,,1,,,,
2026-09-03T23:37:47.312Z,telemetry,3,17,1667751,1667751,19,197.66,22.6,49.95,1.2,1.9,2.7,2.7,,,,,,,,-116,,,,,,,,,,0,4,,0,0,,,1,,,,
2026-09-03T23:37:48.312Z,telemetry,3,17,1668751,1668751,19,193.61,22.5,49.95,1.2,1.9,2.7,2.7,,,,,,,,-116,,,,,,,,,,0,4,,0,0,,,1,,,,
2026-09-03T23:37:49.312Z,telemetry,3,17,1669751,1669751,19,194.58,22.5,49.75,1.2,1.9,2.7,2.7,,,,,,,,-116,,,,,,,,,,0,4,,0,0,,,1,,,,
2026-09-03T23:37:50.312Z,telemetry,3,17,1670751,1670751,19,200.4,22.5,49.75,1.2,1.9,2.7,2.6,,,,,,,,-116,,,,,,,,,,0,4,,0,0,,,1,,,,
2026-09-03T23:37:51.312Z,telemetry,3,17,1671751,1671751,19,104.74,22.5,49.75,1.2,1.8,2.7,2.5,,,,,,,,-116,,,,,,,,,,0,4,,0,0,,,1,,,,
2026-09-03T23:37:52.312Z,telemetry,3,17,1672751,1672751,19,196.8,22.5,49.75,1.2,1.8,2.7,2.5,,,,,,,,-116,,,,,,,,,,0,4,,0,0,,,1,,,,
2026-09-03T23:37:53.312Z,telemetry,3,17,1673751,1673751,19,105.65,22.5,49.75,1.2,1.8,1.7,2.4,,,,,,,,-116,,,,,,,,,,0,4,,0,0,,,1,,,,
2026-09-03T23:37:54.312Z,telemetry,3,17,1674751,1674751,19,199.52,22.5,49.75,1.2,1.8,1.7,2.3,,,,,,,,-116,,,,,,,,,,0,4,,0,0,,,1,,,,
2026-09-03T23:37:55.312Z,telemetry,3,17,1675751,1675751,19,196.31,22.4,49.75,1.2,1.8,1.7,2.3,,,,,,,,-116,,,,,,,,,,0,4,,0,0,,,1,,,,
2026-09-03T23:37:56.312Z,telemetry,3,17,1676751,1676751,19,192.02,22.4,49.75,1.2,1.7,1.7,2.3,,,,,,,,-116,,,,,,,,,,0,4,,0,0,,,1,,,,
2026-09-03T23:37:57.312Z,telemetry,3,17,1677751,1677751,19,200.02,22.4,49.75,1.2,1.7,1.7,2.2,,,,,,,,-116,,,,,,,,,,0,4,,0,0,,,1,,,,
2026-09-03T23:37:58.505Z,telemetry,3,19,1678944,1678944,19,194.09,22.5,49.83,1.2,1.7,2.0,2.2,,,,,,,,-116,,,,,,,,,,,0,,0,0,,,0,,,,
2026-09-03T23:37:59.505Z,telemetry,3,19,1679944,1679944,19,203.66,22.5,49.83,1.2,1.7,2.0,2.1,,,,,,,,-116,,,,,,,,,,0,0,,0,0,,,0,,,,
2026-09-03T23:38:00.505Z,telemetry,3,19,1680944,1680944,19,202.27,22.6,50.03,1.2,1.6,2.0,2.1,,,,,,,,-116,,,,,,,,,,0,0,,0,0,,,0,,,,
2026-09-03T23:38:01.505Z,telemetry,3,19,1681944,1681944,19,200.9,22.6,50.03,1.2,1.6,2.0,2.1,,,,,,,,-116,,,,,,,,,,0,0,,0,0,,,0,,,,
2026-09-03T23:38:02.505Z,telemetry,3,19,1682944,1682944,19,199.52,22.6,50.23,1.2,1.6,2.0,1.9,,,,,,,,-116,,,,,,,,,,0,0,,0,0,,,0,,,,
2026-09-03T23:38:03.505Z,telemetry,3,19,1683944,1683944,19,201.27,22.6,50.23,1.2,1.5,2.0,1.9,,,,,,,,-116,,,,,,,,,,0,0,,0,0,,,0,,,,
2026-09-03T23:38:04.505Z,telemetry,3,19,1684944,1684944,19,202.27,22.7,50.43,1.2,1.5,2.0,1.9,,,,,,,,-116,,,,,,,,,,0,0,,0,0,,,0,,,,
2026-09-03T23:38:05.505Z,telemetry,3,19,1685944,1685944,19,200.9,22.7,50.43,1.2,1.5,2.0,1.9,,,,,,,,-116,,,,,,,,,,0,0,,0,0,,,0,,,,
2026-09-03T23:38:06.505Z,telemetry,3,19,1686944,1686944,19,192.75,22.7,50.63,1.2,1.5,2.0,1.9,,,,,,,,-116,,,,,,,,,,0,0,,0,0,,,0,,,,
2026-09-03T23:38:07.505Z,telemetry,3,19,1687944,1687944,19,205.94,22.7,50.63,1.2,1.5,2.0,1.9,,,,,,,,-116,,,,,,,,,,0,0,,0,0,,,0,,,,
2026-09-03T23:38:08.505Z,telemetry,3,19,1688944,1688944,19,191.42,22.7,50.63,1.2,1.5,2.0,1.8,,,,,,,,-116,,,,,,,,,,0,0,,0,0,,,0,,,,
2026-09-03T23:38:09.505Z,telemetry,3,19,1689944,1689944,19,199.03,22.6,50.43,1.2,1.5,2.0,1.8,,,,,,,,-116,,,,,,,,,,0,0,,0,0,,,0,,,,
2026-09-03T23:38:10.505Z,telemetry,3,19,1690944,1690944,19,198.78,22.6,50.43,1.2,1.5,2.0,1.8,,,,,,,,-116,,,,,,,,,,0,0,,0,0,,,0,,,,
2026-09-03T23:38:11.505Z,telemetry,3,19,1691944,1691944,19,191.42,22.7,50.23,1.2,1.5,2.0,1.8,,,,,,,,-116,,,,,,,,,,0,0,,0,0,,,0,,,,
2026-09-03T23:38:12.505Z,telemetry,3,19,1692944,1692944,19,191.42,22.7,50.23,1.2,1.5,2.0,1.8,,,,,,,,-116,,,,,,,,,,0,0,,0,0,,,0,,,,
2026-09-03T23:11:00.892,status,4,18,,,,,,,,,,,,,False,True,5530,100,2,-101,0x7622ef60,,,,,9,0,9,DYNAMIC,,,,,,,,,,,,
2026-09-03T23:11:03.645,window_begin,2,,61376,61376,,,,,,,,,,,,,,,,-98,,,,,,,,,,,0,6,1,0,,,,,,,
2026-09-03T23:11:12.675,status,2,4,,,,,,,,,,,,,False,True,5414,100,2,-98,0xfb30178f,,,,,0,0,7,DYNAMIC,,,,,,,,,,,,
2026-09-03T23:11:21.752,status,2,4,,,,,,,,,,,,,False,True,5414,100,2,-98,0xfb30178f,,,,,0,0,7,DYNAMIC,,,,,,,,,,,,
2026-09-03T23:11:26.182,status,2,4,,,,,,,,,,,,,False,True,5414,100,2,-98,0xfb30178f,,,,,0,0,7,DYNAMIC,,,,,,,,,,,,
2026-09-03T23:11:11.021Z,telemetry,2,5,71460,71460,19,11.61,20.39,54.03,0.9,1.0,1.0,1.0,,,,,,,,-98,,,,,,,,,,,0,6,1,0,,,0,,,,
2026-09-03T23:11:12.021Z,telemetry,2,5,72460,72460,19,16.36,20.39,53.83,0.9,1.0,1.0,1.0,,,,,,,,-98,,,,,,,,,,0,0,6,0,0,,,0,,,,
2026-09-03T23:11:13.021Z,telemetry,2,5,73460,73460,19,17.75,20.49,53.63,0.9,1.0,1.0,1.0,,,,,,,,-98,,,,,,,,,,0,0,6,0,0,,,0,,,,
2026-09-03T23:11:14.021Z,telemetry,2,5,74460,74460,19,16.15,20.49,53.63,0.9,0.9,1.0,0.9,,,,,,,,-98,,,,,,,,,,0,0,6,0,0,,,0,,,,
2026-09-03T23:11:15.021Z,telemetry,2,5,75460,75460,19,17.04,20.49,53.43,0.9,0.9,1.0,0.9,,,,,,,,-98,,,,,,,,,,0,0,6,0,0,,,0,,,,
2026-09-03T23:11:16.021Z,telemetry,2,5,76460,76460,19,14.5,20.59,53.43,0.9,0.9,1.0,0.9,,,,,,,,-98,,,,,,,,,,0,0,6,0,0,,,0,,,,
2026-09-03T23:11:17.021Z,telemetry,2,5,77460,77460,19,17.71,20.59,53.23,0.9,0.9,1.0,0.9,,,,,,,,-98,,,,,,,,,,0,0,6,0,0,,,0,,,,
2026-09-03T23:11:18.021Z,telemetry,2,5,78460,78460,19,14.69,20.59,53.23,0.9,0.9,1.0,0.9,,,,,,,,-98,,,,,,,,,,0,0,6,0,0,,,0,,,,
2026-09-03T23:11:19.021Z,telemetry,2,5,79460,79460,19,20.04,20.59,53.03,0.9,0.9,1.0,0.9,,,,,,,,-98,,,,,,,,,,0,0,6,0,0,,,0,,,,
2026-09-03T23:11:20.021Z,telemetry,2,5,80460,80460,19,19.34,20.69,53.03,0.9,0.9,1.0,0.9,,,,,,,,-98,,,,,,,,,,0,0,6,0,0,,,0,,,,
2026-09-03T23:11:21.021Z,telemetry,2,5,81460,81460,19,16.62,20.69,52.83,0.9,0.9,1.0,0.9,,,,,,,,-98,,,,,,,,,,0,0,6,0,0,,,0,,,,
2026-09-03T23:11:22.021Z,telemetry,2,5,82460,82460,19,19.46,20.69,52.83,0.9,0.9,1.0,0.9,,,,,,,,-98,,,,,,,,,,0,0,6,0,0,,,0,,,,
2026-09-03T23:11:23.021Z,telemetry,2,5,83460,83460,19,18.85,20.79,52.83,0.9,0.9,1.0,0.9,,,,,,,,-98,,,,,,,,,,0,0,6,0,0,,,0,,,,
2026-09-03T23:11:24.021Z,telemetry,2,5,84460,84460,19,21.66,20.79,52.63,0.9,0.9,1.0,0.9,,,,,,,,-98,,,,,,,,,,0,0,6,0,0,,,0,,,,
2026-09-03T23:11:25.021Z,telemetry,2,5,85460,85460,19,18.72,20.89,52.63,0.9,0.9,1.0,0.9,,,,,,,,-98,,,,,,,,,,0,0,6,0,0,,,0,,,,
2026-09-03T23:11:26.652,status,2,6,,,,,,,,,,,,,False,True,5504,100,2,-97,0xfb30178f,,,,,2,0,7,DYNAMIC,,,,,,,,,,,,
2026-09-03T23:11:26.943,window_begin,3,,1728807,1728807,,,,,,,,,,,,,,,,-117,,,,,,,,,,,0,6,1,0,,,,,,,
2026-09-03T23:11:11.021Z,telemetry,2,5,71460,71460,19,11.61,20.39,54.03,0.9,1.0,1.0,1.0,,,,,,,,-98,,,,,,,,,,,4,6,0,0,,,1,,,,
2026-09-03T23:11:12.021Z,telemetry,2,5,72460,72460,19,16.36,20.39,53.83,0.9,1.0,1.0,1.0,,,,,,,,-98,,,,,,,,,,0,4,6,0,0,,,1,,,,
2026-09-03T23:11:13.021Z,telemetry,2,5,73460,73460,19,17.75,20.49,53.63,0.9,1.0,1.0,1.0,,,,,,,,-98,,,,,,,,,,0,4,6,0,0,,,1,,,,
2026-09-03T23:11:14.021Z,telemetry,2,5,74460,74460,19,16.15,20.49,53.63,0.9,0.9,1.0,0.9,,,,,,,,-98,,,,,,,,,,0,4,6,0,0,,,1,,,,
2026-09-03T23:11:15.021Z,telemetry,2,5,75460,75460,19,17.04,20.49,53.43,0.9,0.9,1.0,0.9,,,,,,,,-98,,,,,,,,,,0,4,6,0,0,,,1,,,,
2026-09-03T23:11:16.021Z,telemetry,2,5,76460,76460,19,14.5,20.59,53.43,0.9,0.9,1.0,0.9,,,,,,,,-98,,,,,,,,,,0,4,6,0,0,,,1,,,,
2026-09-03T23:11:17.021Z,telemetry,2,5,77460,77460,19,17.71,20.59,53.23,0.9,0.9,1.0,0.9,,,,,,,,-98,,,,,,,,,,0,4,6,0,0,,,1,,,,
2026-09-03T23:11:18.021Z,telemetry,2,5,78460,78460,19,14.69,20.59,53.23,0.9,0.9,1.0,0.9,,,,,,,,-98,,,,,,,,,,0,4,6,0,0,,,1,,,,
2026-09-03T23:11:19.021Z,telemetry,2,5,79460,79460,19,20.04,20.59,53.03,0.9,0.9,1.0,0.9,,,,,,,,-98,,,,,,,,,,0,4,6,0,0,,,1,,,,
2026-09-03T23:11:20.021Z,telemetry,2,5,80460,80460,19,19.34,20.69,53.03,0.9,0.9,1.0,0.9,,,,,,,,-98,,,,,,,,,,0,4,6,0,0,,,1,,,,
2026-09-03T23:11:21.021Z,telemetry,2,5,81460,81460,19,16.62,20.69,52.83,0.9,0.9,1.0,0.9,,,,,,,,-98,,,,,,,,,,0,4,6,0,0,,,1,,,,
2026-09-03T23:11:22.021Z,telemetry,2,5,82460,82460,19,19.46,20.69,52.83,0.9,0.9,1.0,0.9,,,,,,,,-98,,,,,,,,,,0,4,6,0,0,,,1,,,,
2026-09-03T23:11:23.021Z,telemetry,2,5,83460,83460,19,18.85,20.79,52.83,0.9,0.9,1.0,0.9,,,,,,,,-98,,,,,,,,,,0,4,6,0,0,,,1,,,,
2026-09-03T23:11:24.021Z,telemetry,2,5,84460,84460,19,21.66,20.79,52.63,0.9,0.9,1.0,0.9,,,,,,,,-98,,,,,,,,,,0,4,6,0,0,,,1,,,,
2026-09-03T23:11:25.021Z,telemetry,2,5,85460,85460,19,18.72,20.89,52.63,0.9,0.9,1.0,0.9,,,,,,,,-98,,,,,,,,,,0,4,6,0,0,,,1,,,,
2026-09-03T23:11:36.052,status,3,20,,,,,,,,,,,,,False,True,5452,100,2,-117,0xd500f829,,,,,9,0,13,DYNAMIC,,,,,,,,,,,,
2026-09-03T23:11:39.657,status,2,6,,,,,,,,,,,,,False,True,5504,100,2,-98,0xfb30178f,,,,,2,0,7,DYNAMIC,,,,,,,,,,,,
2026-09-03T23:11:11.021Z,telemetry,2,5,71460,71460,19,11.61,20.39,54.03,0.9,1.0,1.0,1.0,,,,,,,,-98,,,,,,,,,,,4,6,0,0,,,1,,,,
2026-09-03T23:11:12.021Z,telemetry,2,5,72460,72460,19,16.36,20.39,53.83,0.9,1.0,1.0,1.0,,,,,,,,-98,,,,,,,,,,0,4,6,0,0,,,1,,,,
2026-09-03T23:11:13.021Z,telemetry,2,5,73460,73460,19,17.75,20.49,53.63,0.9,1.0,1.0,1.0,,,,,,,,-98,,,,,,,,,,0,4,6,0,0,,,1,,,,
2026-09-03T23:11:14.021Z,telemetry,2,5,74460,74460,19,16.15,20.49,53.63,0.9,0.9,1.0,0.9,,,,,,,,-98,,,,,,,,,,0,4,6,0,0,,,1,,,,
2026-09-03T23:11:15.021Z,telemetry,2,5,75460,75460,19,17.04,20.49,53.43,0.9,0.9,1.0,0.9,,,,,,,,-98,,,,,,,,,,0,4,6,0,0,,,1,,,,
2026-09-03T23:11:16.021Z,telemetry,2,5,76460,76460,19,14.5,20.59,53.43,0.9,0.9,1.0,0.9,,,,,,,,-98,,,,,,,,,,0,4,6,0,0,,,1,,,,
2026-09-03T23:11:17.021Z,telemetry,2,5,77460,77460,19,17.71,20.59,53.23,0.9,0.9,1.0,0.9,,,,,,,,-98,,,,,,,,,,0,4,6,0,0,,,1,,,,
2026-09-03T23:11:18.021Z,telemetry,2,5,78460,78460,19,14.69,20.59,53.23,0.9,0.9,1.0,0.9,,,,,,,,-98,,,,,,,,,,0,4,6,0,0,,,1,,,,
2026-09-03T23:11:19.021Z,telemetry,2,5,79460,79460,19,20.04,20.59,53.03,0.9,0.9,1.0,0.9,,,,,,,,-98,,,,,,,,,,0,4,6,0,0,,,1,,,,
2026-09-03T23:11:20.021Z,telemetry,2,5,80460,80460,19,19.34,20.69,53.03,0.9,0.9,1.0,0.9,,,,,,,,-98,,,,,,,,,,0,4,6,0,0,,,1,,,,
2026-09-03T23:11:21.021Z,telemetry,2,5,81460,81460,19,16.62,20.69,52.83,0.9,0.9,1.0,0.9,,,,,,,,-98,,,,,,,,,,0,4,6,0,0,,,1,,,,
2026-09-03T23:11:22.021Z,telemetry,2,5,82460,82460,19,19.46,20.69,52.83,0.9,0.9,1.0,0.9,,,,,,,,-98,,,,,,,,,,0,4,6,0,0,,,1,,,,
2026-09-03T23:11:23.021Z,telemetry,2,5,83460,83460,19,18.85,20.79,52.83,0.9,0.9,1.0,0.9,,,,,,,,-98,,,,,,,,,,0,4,6,0,0,,,1,,,,
2026-09-03T23:11:24.021Z,telemetry,2,5,84460,84460,19,21.66,20.79,52.63,0.9,0.9,1.0,0.9,,,,,,,,-98,,,,,,,,,,0,4,6,0,0,,,1,,,,
2026-09-03T23:11:25.021Z,telemetry,2,5,85460,85460,19,18.72,20.89,52.63,0.9,0.9,1.0,0.9,,,,,,,,-98,,,,,,,,,,0,4,6,0,0,,,1,,,,
2026-09-03T23:11:44.154,status,2,6,,,,,,,,,,,,,False,True,5504,100,2,-98,0xfb30178f,,,,,2,0,7,DYNAMIC,,,,,,,,,,,,
2026-09-03T23:11:26.446Z,telemetry,2,7,86885,86885,19,20.81,20.88,52.47,0.9,0.9,0.9,0.9,,,,,,,,-98,,,,,,,,,,,0,6,0,0,,,0,,,,
2026-09-03T23:11:27.446Z,telemetry,2,7,87885,87885,19,20.35,20.98,52.27,0.9,0.9,0.9,0.9,,,,,,,,-98,,,,,,,,,,0,0,6,0,0,,,0,,,,
2026-09-03T23:11:28.446Z,telemetry,2,7,88885,88885,19,14.8,20.88,52.27,0.9,0.9,0.9,0.9,,,,,,,,-98,,,,,,,,,,0,0,6,0,0,,,0,,,,
2026-09-03T23:11:29.446Z,telemetry,2,7,89885,89885,19,16.65,20.98,52.07,0.9,0.9,0.9,0.9,,,,,,,,-98,,,,,,,,,,0,0,6,0,0,,,0,,,,
2026-09-03T23:11:30.446Z,telemetry,2,7,90885,90885,19,14.96,20.98,52.07,0.9,0.9,0.9,0.9,,,,,,,,-98,,,,,,,,,,0,0,6,0,0,,,0,,,,
2026-09-03T23:11:31.446Z,telemetry,2,7,91885,91885,19,15.54,21.08,52.07,0.9,0.9,0.9,0.9,,,,,,,,-98,,,,,,,,,,0,0,6,0,0,,,0,,,,
2026-09-03T23:11:32.446Z,telemetry,2,7,92885,92885,19,14.47,21.08,51.87,0.9,0.9,0.9,1.0,,,,,,,,-98,,,,,,,,,,0,0,6,0,0,,,0,,,,
2026-09-03T23:11:33.446Z,telemetry,2,7,93885,93885,19,13.86,21.08,51.87,0.9,0.9,0.9,0.9,,,,,,,,-98,,,,,,,,,,0,0,6,0,0,,,0,,,,
2026-09-03T23:11:34.446Z,telemetry,2,7,94885,94885,19,12.92,21.18,51.87,0.9,0.9,0.9,0.9,,,,,,,,-98,,,,,,,,,,0,0,6,0,0,,,0,,,,
2026-09-03T23:11:35.696Z,telemetry,2,7,96135,96135,19,13.11,21.28,51.87,0.9,0.9,0.9,0.9,,,,,,,,-98,,,,,,,,,,0,0,6,0,0,,,0,,,,
2026-09-03T23:11:36.696Z,telemetry,2,7,97135,97135,19,10.42,21.28,52.07,0.9,0.9,0.9,0.9,,,,,,,,-98,,,,,,,,,,0,0,6,0,0,,,0,,,,
2026-09-03T23:11:37.696Z,telemetry,2,7,98135,98135,19,12.25,21.38,52.07,0.9,0.9,0.9,0.9,,,,,,,,-98,,,,,,,,,,0,0,6,0,0,,,0,,,,
2026-09-03T23:11:38.696Z,telemetry,2,7,99135,99135,19,8.82,21.38,52.07,0.9,0.9,0.9,0.9,,,,,,,,-98,,,,,,,,,,0,0,6,0,0,,,0,,,,
2026-09-03T23:11:39.946Z,telemetry,2,7,100385,100385,19,10.68,21.38,52.07,0.9,0.9,0.9,0.9,,,,,,,,-98,,,,,,,,,,0,0,6,0,0,,,0,,,,
2026-09-03T23:11:40.946Z,telemetry,2,7,101385,101385,19,9.12,21.48,52.07,0.9,1.0,0.9,1.0,,,,,,,,-98,,,,,,,,,,0,0,6,0,0,,,0,,,,
2026-09-03T23:11:44.530,window_end,2,,101426,101426,,,,,,,,,,,,,,,,-98,,,,,,,,,,,0,6,0,1,34950,30,,,,,
2026-09-03T23:11:50.372,window_begin,4,,1750239,1750239,,,,,,,,,,,,,,,,-99,,,,,,,,,,,0,6,1,0,,,,,,,
2026-09-03T23:38:58.457Z,telemetry,3,21,1738896,1738896,19,199.03,23.22,49.67,1.5,1.7,1.9,1.9,,,,,,,,-116,,,,,,,,,,,0,6,1,0,,,0,,,,
2026-09-03T23:38:59.457Z,telemetry,3,21,1739896,1739896,19,107.16,23.32,49.67,1.5,1.7,1.9,2.0,,,,,,,,-116,,,,,,,,,,0,0,6,0,0,,,0,,,,
2026-09-03T23:39:00.457Z,telemetry,3,21,1740896,1740896,19,194.09,23.32,49.67,1.5,1.7,1.9,1.9,,,,,,,,-116,,,,,,,,,,0,0,6,0,0,,,0,,,,
2026-09-03T23:39:01.457Z,telemetry,3,21,1741896,1741896,19,104.41,23.32,49.67,1.5,1.7,1.9,2.0,,,,,,,,-116,,,,,,,,,,0,0,6,0,0,,,0,,,,
2026-09-03T23:39:02.457Z,telemetry,3,21,1742896,1742896,19,198.65,23.32,49.47,1.5,1.7,1.9,1.9,,,,,,,,-116,,,,,,,,,,0,0,6,0,0,,,0,,,,
